Url /tour/hotel-search/nearby-scenic/query
 Date 8
Hour 19 1205
Hour 20 1481
Hour 21 1664
Hour 22 1601
Hour 23 1177
Date 18
Hour 0 572
Hour 1 463
Hour 2 421
Hour 3 332
Hour 4 322
Hour 5 108
Hour 6 294
Hour 7 453
Hour 8 604
Hour 9 856
Hour 10 967
Hour 11 916
Hour 12 1007
Hour 13 1172
Hour 14 1033
Hour 15 937
Hour 16 876
Hour 17 806
Hour 18 849
Hour 19 1078
Hour 20 1303
Hour 21 1588
Hour 22 1552
Hour 23 1229
Date 19
Hour 0 561
Hour 1 343
Hour 2 189
Hour 3 67
Hour 4 49
Hour 5 104
Hour 6 287
Hour 7 592
Hour 8 875
Hour 9 985
Hour 10 1046
Hour 11 1075
Hour 12 1045
Hour 13 1116
Hour 14 1062
Hour 15 1156
Hour 16 1251
Hour 17 1267
Hour 18 1192
Hour 19 1285
Hour 20 1290
Hour 21 1500
Hour 22 1531
Hour 23 1118
Date 20
Hour 0 614
Hour 1 329
Hour 2 165
Hour 3 87
Hour 4 66
Hour 5 115
Hour 6 276
Hour 7 603
Hour 8 755
Hour 9 1003
Hour 10 1056
Hour 11 1000
Hour 12 949
Hour 13 930
Hour 14 989
Hour 15 925
Hour 16 963
Hour 17 956
Hour 18 896
Hour 19 1076
Hour 20 1295
Hour 21 1440
Hour 22 1453
Hour 23 1167
Date 21
Hour 0 448
Hour 1 245
Hour 2 105
Hour 3 51
Hour 4 29
Hour 5 79
Hour 6 227
Hour 7 432
Hour 8 525
Hour 9 670
Hour 10 901
Hour 11 814
Hour 12 1025
Hour 13 913
Hour 14 890
Hour 15 1052
Hour 16 1144
Hour 17 851
Hour 18 1022
Hour 19 1445
Hour 20 1699
Hour 21 1884
Hour 22 1628
Hour 23 1135
Date 22
Hour 0 412
Hour 1 243
Hour 2 111
Hour 3 58
Hour 4 73
Hour 5 110
Hour 6 258
Hour 7 436
Hour 8 608
Hour 9 749
Hour 10 876
Hour 11 885
Hour 12 875
Hour 13 907
Hour 14 860
Hour 15 809
Hour 16 775
Hour 17 761
Hour 18 960
Hour 19 1106
Hour 20 1504
Hour 21 1662
Hour 22 1705
Hour 23 1165
Url /tour/hotelSuggestion/query
 Date 8
Hour 0 23
Hour 1 21
Hour 2 14
Hour 3 3
Hour 4 1
Hour 5 4
Hour 6 9
Hour 7 25
Hour 8 81
Hour 9 153
Hour 10 163
Hour 11 181
Hour 12 118
Hour 13 139
Hour 14 162
Hour 15 192
Hour 16 172
Hour 17 157
Hour 18 91
Hour 19 82
Hour 20 111
Hour 21 168
Hour 22 112
Hour 23 82
Date 9
Hour 0 46
Hour 1 16
Hour 2 16
Hour 3 7
Hour 4 2
Hour 5 7
Hour 6 18
Hour 7 31
Hour 8 83
Hour 9 150
Hour 10 193
Hour 11 215
Hour 12 133
Hour 13 140
Hour 14 183
Hour 15 180
Hour 16 202
Hour 17 154
Hour 18 100
Hour 19 127
Hour 20 137
Hour 21 187
Hour 22 179
Hour 23 119
Date 10
Hour 0 34
Hour 1 30
Hour 2 8
Hour 3 16
Hour 4 17
Hour 5 6
Hour 6 3
Hour 7 38
Hour 8 90
Hour 9 181
Hour 10 225
Hour 11 165
Hour 12 146
Hour 13 155
Hour 14 163
Hour 15 211
Hour 16 219
Hour 17 150
Hour 18 90
Hour 19 116
Hour 20 115
Hour 21 180
Hour 22 151
Hour 23 111
Date 11
Hour 0 36
Hour 1 22
Hour 2 7
Hour 3 2
Hour 4 6
Hour 5 4
Hour 6 14
Hour 7 28
Hour 8 78
Hour 9 165
Hour 10 189
Hour 11 209
Hour 12 164
Hour 13 163
Hour 14 178
Hour 15 207
Hour 16 210
Hour 17 151
Hour 18 98
Hour 19 91
Hour 20 127
Hour 21 133
Hour 22 153
Hour 23 90
Date 12
Hour 0 39
Hour 1 21
Hour 2 19
Hour 3 11
Hour 4 0
Hour 5 15
Hour 6 7
Hour 7 15
Hour 8 69
Hour 9 86
Hour 10 122
Hour 11 87
Hour 12 71
Hour 13 96
Hour 14 110
Hour 15 106
Hour 16 108
Hour 17 119
Hour 18 91
Hour 19 86
Hour 20 104
Hour 21 124
Hour 22 143
Hour 23 97
Date 13
Hour 0 60
Hour 1 26
Hour 2 25
Hour 3 5
Hour 4 0
Hour 5 3
Hour 6 11
Hour 7 38
Hour 8 45
Hour 9 64
Hour 10 99
Hour 11 111
Hour 12 113
Hour 13 91
Hour 14 88
Hour 15 103
Hour 16 131
Hour 17 134
Hour 18 98
Hour 19 97
Hour 20 159
Hour 21 139
Hour 22 108
Hour 23 117
Date 14
Hour 0 32
Hour 1 36
Hour 2 10
Hour 3 2
Hour 4 2
Hour 5 2
Hour 6 17
Hour 7 26
Hour 8 57
Hour 9 167
Hour 10 228
Hour 11 189
Hour 12 125
Hour 13 162
Hour 14 226
Hour 15 241
Hour 16 229
Hour 17 158
Hour 18 101
Hour 19 126
Hour 20 151
Hour 21 200
Hour 22 192
Hour 23 105
Date 15
Hour 0 96
Hour 1 11
Hour 2 9
Hour 3 5
Hour 4 1
Hour 5 0
Hour 6 1
Hour 7 31
Hour 8 87
Hour 9 209
Hour 10 261
Hour 11 236
Hour 12 167
Hour 13 162
Hour 14 30
Hour 15 169
Hour 16 224
Hour 17 177
Hour 18 113
Hour 19 141
Hour 20 174
Hour 21 213
Hour 22 187
Hour 23 122
Date 16
Hour 0 67
Hour 1 25
Hour 2 2
Hour 3 4
Hour 4 4
Hour 5 11
Hour 6 20
Hour 7 39
Hour 8 110
Hour 9 224
Hour 10 260
Hour 11 210
Hour 12 158
Hour 13 199
Hour 14 181
Hour 15 223
Hour 16 225
Hour 17 152
Hour 18 88
Hour 19 146
Hour 20 154
Hour 21 226
Hour 22 198
Hour 23 148
Date 17
Hour 0 36
Hour 1 16
Hour 2 17
Hour 3 7
Hour 4 0
Hour 5 8
Hour 6 7
Hour 7 20
Hour 8 77
Hour 9 185
Hour 10 204
Hour 11 208
Hour 12 157
Hour 13 175
Hour 14 224
Hour 15 193
Hour 16 182
Hour 17 195
Hour 18 105
Hour 19 136
Hour 20 170
Hour 21 235
Hour 22 205
Hour 23 149
Date 18
Hour 0 53
Hour 1 34
Hour 2 9
Hour 3 5
Hour 4 5
Hour 5 12
Hour 6 32
Hour 7 27
Hour 8 100
Hour 9 168
Hour 10 210
Hour 11 190
Hour 12 147
Hour 13 163
Hour 14 182
Hour 15 187
Hour 16 214
Hour 17 157
Hour 18 89
Hour 19 94
Hour 20 131
Hour 21 168
Hour 22 180
Hour 23 107
Date 19
Hour 0 40
Hour 1 25
Hour 2 29
Hour 3 20
Hour 4 4
Hour 5 18
Hour 6 17
Hour 7 20
Hour 8 53
Hour 9 102
Hour 10 119
Hour 11 128
Hour 12 137
Hour 13 117
Hour 14 108
Hour 15 144
Hour 16 103
Hour 17 156
Hour 18 95
Hour 19 110
Hour 20 127
Hour 21 214
Hour 22 139
Hour 23 145
Date 20
Hour 0 68
Hour 1 55
Hour 2 30
Hour 3 4
Hour 4 3
Hour 5 9
Hour 6 26
Hour 7 19
Hour 8 65
Hour 9 94
Hour 10 126
Hour 11 112
Hour 12 102
Hour 13 89
Hour 14 106
Hour 15 115
Hour 16 156
Hour 17 123
Hour 18 102
Hour 19 116
Hour 20 150
Hour 21 180
Hour 22 191
Hour 23 79
Date 21
Hour 0 32
Hour 1 40
Hour 2 10
Hour 3 7
Hour 4 0
Hour 5 1
Hour 6 15
Hour 7 30
Hour 8 80
Hour 9 179
Hour 10 230
Hour 11 244
Hour 12 176
Hour 13 169
Hour 14 242
Hour 15 226
Hour 16 227
Hour 17 153
Hour 18 107
Hour 19 197
Hour 20 236
Hour 21 236
Hour 22 200
Hour 23 169
Date 22
Hour 0 48
Hour 1 27
Hour 2 17
Hour 3 4
Hour 4 7
Hour 5 9
Hour 6 21
Hour 7 25
Hour 8 121
Hour 9 198
Hour 10 183
Hour 11 224
Hour 12 181
Hour 13 225
Hour 14 266
Hour 15 247
Hour 16 284
Hour 17 163
Hour 18 105
Hour 19 162
Hour 20 258
Hour 21 232
Hour 22 223
Hour 23 166
Url /tour/poi/query/queryScenicNumPerCity
 Date 8
Hour 0 30
Hour 1 81
Hour 2 124
Hour 3 49
Hour 4 45
Hour 5 59
Hour 6 46
Hour 7 121
Hour 8 101
Hour 9 50
Hour 10 70
Hour 11 60
Hour 12 61
Hour 13 127
Hour 14 57
Hour 15 59
Hour 16 96
Hour 17 111
Hour 18 68
Hour 19 59
Hour 20 64
Hour 21 56
Hour 22 69
Hour 23 63
Date 9
Hour 0 37
Hour 1 57
Hour 2 46
Hour 3 38
Hour 4 60
Hour 5 42
Hour 6 58
Hour 7 145
Hour 8 88
Hour 9 61
Hour 10 63
Hour 11 57
Hour 12 111
Hour 13 81
Hour 14 57
Hour 15 66
Hour 16 82
Hour 17 58
Hour 18 51
Hour 19 55
Hour 20 78
Hour 21 113
Hour 22 103
Hour 23 66
Date 10
Hour 0 51
Hour 1 69
Hour 2 86
Hour 3 90
Hour 4 44
Hour 5 43
Hour 6 46
Hour 7 50
Hour 8 66
Hour 9 52
Hour 10 67
Hour 11 63
Hour 12 56
Hour 13 75
Hour 14 52
Hour 15 69
Hour 16 146
Hour 17 118
Hour 18 56
Hour 19 50
Hour 20 54
Hour 21 94
Hour 22 118
Hour 23 55
Date 11
Hour 0 35
Hour 1 49
Hour 2 45
Hour 3 38
Hour 4 32
Hour 5 34
Hour 6 96
Hour 7 123
Hour 8 61
Hour 9 64
Hour 10 91
Hour 11 126
Hour 12 64
Hour 13 71
Hour 14 65
Hour 15 68
Hour 16 74
Hour 17 64
Hour 18 40
Hour 19 51
Hour 20 57
Hour 21 64
Hour 22 51
Hour 23 48
Date 12
Hour 0 40
Hour 1 66
Hour 2 112
Hour 3 38
Hour 4 46
Hour 5 46
Hour 6 61
Hour 7 127
Hour 8 94
Hour 9 62
Hour 10 67
Hour 11 45
Hour 12 61
Hour 13 53
Hour 14 56
Hour 15 65
Hour 16 134
Hour 17 105
Hour 18 60
Hour 19 68
Hour 20 86
Hour 21 89
Hour 22 73
Hour 23 52
Date 13
Hour 0 39
Hour 1 52
Hour 2 48
Hour 3 37
Hour 4 38
Hour 5 60
Hour 6 70
Hour 7 34
Hour 8 48
Hour 9 73
Hour 10 68
Hour 11 56
Hour 12 54
Hour 13 62
Hour 14 51
Hour 15 54
Hour 16 83
Hour 17 59
Hour 18 53
Hour 19 73
Hour 20 147
Hour 21 51
Hour 22 61
Hour 23 58
Date 14
Hour 0 67
Hour 1 100
Hour 2 52
Hour 3 41
Hour 4 29
Hour 5 40
Hour 6 41
Hour 7 47
Hour 8 51
Hour 9 52
Hour 10 118
Hour 11 58
Hour 12 65
Hour 13 54
Hour 14 98
Hour 15 97
Hour 16 79
Hour 17 65
Hour 18 54
Hour 19 64
Hour 20 57
Hour 21 71
Hour 22 64
Hour 23 74
Date 15
Hour 0 189
Hour 1 53
Hour 2 53
Hour 3 78
Hour 4 89
Hour 5 48
Hour 6 38
Hour 7 53
Hour 8 49
Hour 9 60
Hour 10 73
Hour 11 52
Hour 12 56
Hour 13 60
Hour 14 34
Hour 15 45
Hour 16 57
Hour 17 59
Hour 18 43
Hour 19 56
Hour 20 61
Hour 21 51
Hour 22 50
Hour 23 57
Date 16
Hour 0 51
Hour 1 81
Hour 2 54
Hour 3 45
Hour 4 50
Hour 5 44
Hour 6 36
Hour 7 58
Hour 8 56
Hour 9 60
Hour 10 57
Hour 11 67
Hour 12 60
Hour 13 78
Hour 14 58
Hour 15 58
Hour 16 79
Hour 17 58
Hour 18 65
Hour 19 51
Hour 20 81
Hour 21 137
Hour 22 187
Hour 23 223
Date 17
Hour 0 42
Hour 1 57
Hour 2 46
Hour 3 49
Hour 4 42
Hour 5 42
Hour 6 38
Hour 7 46
Hour 8 59
Hour 9 76
Hour 10 84
Hour 11 69
Hour 12 54
Hour 13 73
Hour 14 89
Hour 15 75
Hour 16 94
Hour 17 66
Hour 18 44
Hour 19 59
Hour 20 67
Hour 21 57
Hour 22 60
Hour 23 44
Date 18
Hour 0 41
Hour 1 46
Hour 2 50
Hour 3 44
Hour 4 51
Hour 5 42
Hour 6 52
Hour 7 40
Hour 8 51
Hour 9 61
Hour 10 45
Hour 11 51
Hour 12 68
Hour 13 73
Hour 14 76
Hour 15 60
Hour 16 90
Hour 17 63
Hour 18 58
Hour 19 61
Hour 20 56
Hour 21 64
Hour 22 50
Hour 23 67
Date 19
Hour 0 29
Hour 1 49
Hour 2 49
Hour 3 33
Hour 4 34
Hour 5 48
Hour 6 43
Hour 7 37
Hour 8 59
Hour 9 42
Hour 10 64
Hour 11 49
Hour 12 54
Hour 13 51
Hour 14 58
Hour 15 72
Hour 16 75
Hour 17 60
Hour 18 52
Hour 19 60
Hour 20 60
Hour 21 67
Hour 22 46
Hour 23 57
Date 20
Hour 0 46
Hour 1 63
Hour 2 48
Hour 3 45
Hour 4 51
Hour 5 51
Hour 6 57
Hour 7 58
Hour 8 53
Hour 9 59
Hour 10 59
Hour 11 64
Hour 12 48
Hour 13 49
Hour 14 48
Hour 15 62
Hour 16 84
Hour 17 81
Hour 18 120
Hour 19 142
Hour 20 139
Hour 21 187
Hour 22 112
Hour 23 161
Date 21
Hour 0 84
Hour 1 102
Hour 2 126
Hour 3 193
Hour 4 176
Hour 5 164
Hour 6 210
Hour 7 114
Hour 8 140
Hour 9 167
Hour 10 251
Hour 11 241
Hour 12 182
Hour 13 303
Hour 14 316
Hour 15 365
Hour 16 618
Hour 17 122
Hour 18 117
Hour 19 303
Hour 20 87
Hour 21 115
Hour 22 110
Hour 23 113
Date 22
Hour 0 105
Hour 1 123
Hour 2 150
Hour 3 112
Hour 4 148
Hour 5 115
Hour 6 514
Hour 7 452
Hour 8 230
Hour 9 364
Hour 10 320
Hour 11 351
Hour 12 94
Hour 13 86
Hour 14 163
Hour 15 165
Hour 16 122
Hour 17 79
Hour 18 145
Hour 19 103
Hour 20 230
Hour 21 197
Hour 22 141
Hour 23 221
Url /tour/guide/delete
 Date 8
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 2
Hour 11 0
Hour 12 0
Hour 13 2
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 9
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 3
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 2
Hour 14 1
Hour 15 1
Hour 16 2
Hour 17 3
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 10
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 2
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 1
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 11
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 1
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 12
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 13
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 14
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 5
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 1
Hour 19 1
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 15
Hour 0 1
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 4
Hour 11 0
Hour 12 2
Hour 13 0
Hour 14 0
Hour 15 1
Hour 16 1
Hour 17 0
Hour 18 1
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 16
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 1
Hour 17 0
Hour 18 0
Hour 19 3
Hour 20 1
Hour 21 0
Hour 22 0
Hour 23 0
Date 17
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 1
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 1
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 18
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 5
Hour 10 1
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 1
Hour 15 0
Hour 16 0
Hour 17 1
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 19
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 2
Hour 11 0
Hour 12 0
Hour 13 2
Hour 14 1
Hour 15 2
Hour 16 1
Hour 17 0
Hour 18 1
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 20
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 21
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 3
Hour 11 1
Hour 12 0
Hour 13 1
Hour 14 1
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 22
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 5
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 1
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Url /tour/poi/query/queryCategory/
 Date 8
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 9
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 10
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 11
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 12
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 13
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 14
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 15
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 16
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 17
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 1
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 18
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 19
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 20
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 21
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 22
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Url /tour/poi/query/queryNumberFound
 Date 8
Hour 0 1
Hour 1 4
Hour 2 5
Hour 3 4
Hour 4 3
Hour 5 3
Hour 6 5
Hour 7 5
Hour 8 3
Hour 9 2
Hour 10 1
Hour 11 3
Hour 12 3
Hour 13 1
Hour 14 3
Hour 15 5
Hour 16 5
Hour 17 4
Hour 18 3
Hour 19 1
Hour 20 2
Hour 21 5
Hour 22 4
Hour 23 2
Date 9
Hour 0 3
Hour 1 3
Hour 2 4
Hour 3 4
Hour 4 3
Hour 5 3
Hour 6 0
Hour 7 1
Hour 8 4
Hour 9 2
Hour 10 3
Hour 11 2
Hour 12 4
Hour 13 4
Hour 14 6
Hour 15 5
Hour 16 5
Hour 17 3
Hour 18 1
Hour 19 6
Hour 20 2
Hour 21 5
Hour 22 2
Hour 23 7
Date 10
Hour 0 6
Hour 1 3
Hour 2 6
Hour 3 3
Hour 4 2
Hour 5 6
Hour 6 5
Hour 7 4
Hour 8 4
Hour 9 4
Hour 10 6
Hour 11 5
Hour 12 5
Hour 13 3
Hour 14 2
Hour 15 2
Hour 16 7
Hour 17 4
Hour 18 5
Hour 19 3
Hour 20 3
Hour 21 6
Hour 22 4
Hour 23 4
Date 11
Hour 0 4
Hour 1 3
Hour 2 4
Hour 3 2
Hour 4 3
Hour 5 5
Hour 6 6
Hour 7 2
Hour 8 2
Hour 9 5
Hour 10 4
Hour 11 4
Hour 12 2
Hour 13 5
Hour 14 1
Hour 15 4
Hour 16 4
Hour 17 3
Hour 18 5
Hour 19 2
Hour 20 4
Hour 21 4
Hour 22 4
Hour 23 5
Date 12
Hour 0 2
Hour 1 2
Hour 2 4
Hour 3 5
Hour 4 3
Hour 5 1
Hour 6 3
Hour 7 2
Hour 8 4
Hour 9 3
Hour 10 1
Hour 11 5
Hour 12 0
Hour 13 3
Hour 14 6
Hour 15 3
Hour 16 5
Hour 17 2
Hour 18 3
Hour 19 4
Hour 20 3
Hour 21 3
Hour 22 2
